run_label,vx',vy',vz',r'',hue',gamma',m0'
P_3.0_V_0.1_T_2.0_C_0.01, 63292.512 1 + -7672.555 x + -14487.308 y +  1711.876 z +  1016.730 r +  72681.781 hue + -8173.908 gamma +  63303.750 m0 + -70619.094 1/r^3 + -4998.125 sin(hue) + -6295.773 cos(hue) + -59689.883 m0/gamma + -0.911 K_sync + -4892.910 F_pauli_x +  1654.584 F_pauli_y +  5404.246 F_pauli_z +  3.882 F_torsion,-43110.309 1 +  2878.396 x +  3129.920 y +  1111.308 z +  44.495 r + -50735.664 hue +  6111.371 gamma + -43117.379 m0 +  61421.996 1/r^3 +  11881.880 sin(hue) +  9804.517 cos(hue) +  62457.945 m0/gamma + -4.333 K_sync +  4244.694 F_pauli_x +  246.811 F_pauli_y + -2728.574 F_pauli_z + -5.180 F_torsion,-58116.934 1 +  9331.307 x +  15120.653 y + -595.771 z + -1094.413 r + -66311.656 hue +  7613.150 gamma + -58127.355 m0 +  55916.195 1/r^3 +  2298.017 sin(hue) +  4231.387 cos(hue) +  37388.367 m0/gamma +  4.372 K_sync +  6385.009 F_pauli_x + -2168.470 F_pauli_y + -5206.264 F_pauli_z + -2.606 F_torsion,-230961.969 1 +  3486.823 x + -17594.709 y +  23383.082 z +  7981.656 r + -286942.438 hue +  32110.645 gamma + -230995.625 m0 +  438288.250 1/r^3 +  175443.734 sin(hue) +  124953.805 cos(hue) +  486207.562 m0/gamma + -76.429 K_sync +  11083.348 F_pauli_x +  767.412 F_pauli_y + -6965.776 F_pauli_z + -11.768 F_torsion, 6.067 1 + -0.292 x + -0.414 y +  0.150 z +  0.142 r +  6.833 hue + -0.936 gamma +  6.067 m0 + -6.206 1/r^3 +  0.567 sin(hue) +  0.264 cos(hue) + -7.102 m0/gamma + -0.651 F_pauli_x +  0.274 F_pauli_y +  0.473 F_pauli_z, 15968.320 1 + -2587.554 x + -5017.431 y +  656.101 z +  356.148 r +  18144.031 hue + -1956.757 gamma +  15971.262 m0 + -14931.851 1/r^3 + -44.798 sin(hue) + -789.457 cos(hue) + -9873.877 m0/gamma + -1.310 K_sync + -1426.631 F_pauli_x +  568.492 F_pauli_y +  1420.451 F_pauli_z +  0.702 F_torsion, 0.000
P_3.0_V_0.01_T_2.0_C_0.01, 7336.436 1 + -5337.228 x + -2195.987 y +  3690.031 z +  5098.007 r +  7151.708 hue + -1404.901 gamma +  7336.097 m0 +  2908.147 1/r^3 +  5688.119 sin(hue) +  3877.451 cos(hue) +  47403.156 m0/gamma + -15.852 K_sync + -2363.348 F_pauli_x +  6872.805 F_pauli_y +  297.244 F_pauli_z + -15.813 F_torsion,-5965.397 1 +  4232.901 x +  2535.012 y + -1604.908 z + -2759.737 r + -5965.072 hue +  1079.200 gamma + -5965.273 m0 + -816.750 1/r^3 + -5062.068 sin(hue) + -3237.432 cos(hue) + -18685.146 m0/gamma +  15.940 K_sync +  2346.876 F_pauli_x + -4098.159 F_pauli_y +  1105.663 F_pauli_z +  8.652 F_torsion, 25.364 1 +  1353.692 x + -1114.609 y + -3568.659 z + -3878.149 r +  702.317 hue +  130.202 gamma +  26.045 m0 + -6951.105 1/r^3 +  1948.371 sin(hue) +  369.204 cos(hue) + -89754.828 m0/gamma + -4.756 K_sync +  3810.930 F_pauli_x + -5206.300 F_pauli_y + -2193.800 F_pauli_z +  6.752 F_torsion,-36723.438 1 +  5443.472 x +  8645.878 y +  1246.499 z +  705.247 r + -37988.723 hue +  7546.373 gamma + -36723.887 m0 +  7966.216 1/r^3 + -34478.914 sin(hue) + -20430.555 cos(hue) +  52840.832 m0/gamma +  60.792 K_sync +  5629.051 F_pauli_x + -7515.742 F_pauli_y + -558.290 F_pauli_z +  15.115 F_torsion, 3.249 1 + -0.421 x + -0.326 y +  0.389 z +  0.432 r +  3.419 hue + -0.308 gamma +  3.249 m0 + -0.649 1/r^3 + -3.385 sin(hue) + -0.810 cos(hue) +  3.861 m0/gamma + -0.368 F_pauli_x +  0.644 F_pauli_y +  0.149 F_pauli_z, 1287.914 1 + -1039.860 x + -169.403 y +  1143.245 z +  1406.473 r +  1190.388 hue + -266.391 gamma +  1287.788 m0 +  1180.541 1/r^3 +  811.500 sin(hue) +  645.504 cos(hue) +  16953.412 m0/gamma + -1.685 K_sync + -802.482 F_pauli_x +  1845.742 F_pauli_y +  86.321 F_pauli_z + -3.830 F_torsion, 0.000
P_3.0_V_0.01_T_2.0_C_0.05, 7336.436 1 + -5337.228 x + -2195.987 y +  3690.031 z +  5098.007 r +  7151.708 hue + -1404.901 gamma +  7336.097 m0 +  2908.147 1/r^3 +  5688.119 sin(hue) +  3877.451 cos(hue) +  47403.156 m0/gamma + -15.852 K_sync + -2363.348 F_pauli_x +  6872.805 F_pauli_y +  297.244 F_pauli_z + -15.813 F_torsion,-5965.397 1 +  4232.901 x +  2535.012 y + -1604.908 z + -2759.737 r + -5965.072 hue +  1079.200 gamma + -5965.273 m0 + -816.750 1/r^3 + -5062.068 sin(hue) + -3237.432 cos(hue) + -18685.146 m0/gamma +  15.940 K_sync +  2346.876 F_pauli_x + -4098.159 F_pauli_y +  1105.663 F_pauli_z +  8.652 F_torsion, 25.364 1 +  1353.692 x + -1114.609 y + -3568.659 z + -3878.149 r +  702.317 hue +  130.202 gamma +  26.045 m0 + -6951.105 1/r^3 +  1948.371 sin(hue) +  369.204 cos(hue) + -89754.828 m0/gamma + -4.756 K_sync +  3810.930 F_pauli_x + -5206.300 F_pauli_y + -2193.800 F_pauli_z +  6.752 F_torsion,-36723.438 1 +  5443.472 x +  8645.878 y +  1246.499 z +  705.247 r + -37988.723 hue +  7546.373 gamma + -36723.887 m0 +  7966.216 1/r^3 + -34478.914 sin(hue) + -20430.555 cos(hue) +  52840.832 m0/gamma +  60.792 K_sync +  5629.051 F_pauli_x + -7515.742 F_pauli_y + -558.290 F_pauli_z +  15.115 F_torsion, 3.249 1 + -0.421 x + -0.326 y +  0.389 z +  0.432 r +  3.419 hue + -0.308 gamma +  3.249 m0 + -0.649 1/r^3 + -3.385 sin(hue) + -0.810 cos(hue) +  3.861 m0/gamma + -0.368 F_pauli_x +  0.644 F_pauli_y +  0.149 F_pauli_z, 1287.914 1 + -1039.860 x + -169.403 y +  1143.245 z +  1406.473 r +  1190.388 hue + -266.391 gamma +  1287.788 m0 +  1180.541 1/r^3 +  811.500 sin(hue) +  645.504 cos(hue) +  16953.412 m0/gamma + -1.685 K_sync + -802.482 F_pauli_x +  1845.742 F_pauli_y +  86.321 F_pauli_z + -3.830 F_torsion, 0.000
P_3.0_V_0.1_T_2.0_C_0.05, 63292.512 1 + -7672.555 x + -14487.308 y +  1711.876 z +  1016.730 r +  72681.781 hue + -8173.908 gamma +  63303.750 m0 + -70619.094 1/r^3 + -4998.125 sin(hue) + -6295.773 cos(hue) + -59689.883 m0/gamma + -0.911 K_sync + -4892.910 F_pauli_x +  1654.584 F_pauli_y +  5404.246 F_pauli_z +  3.882 F_torsion,-43110.309 1 +  2878.396 x +  3129.920 y +  1111.308 z +  44.495 r + -50735.664 hue +  6111.371 gamma + -43117.379 m0 +  61421.996 1/r^3 +  11881.880 sin(hue) +  9804.517 cos(hue) +  62457.945 m0/gamma + -4.333 K_sync +  4244.694 F_pauli_x +  246.811 F_pauli_y + -2728.574 F_pauli_z + -5.180 F_torsion,-58116.934 1 +  9331.307 x +  15120.653 y + -595.771 z + -1094.413 r + -66311.656 hue +  7613.150 gamma + -58127.355 m0 +  55916.195 1/r^3 +  2298.017 sin(hue) +  4231.387 cos(hue) +  37388.367 m0/gamma +  4.372 K_sync +  6385.009 F_pauli_x + -2168.470 F_pauli_y + -5206.264 F_pauli_z + -2.606 F_torsion,-230961.969 1 +  3486.823 x + -17594.709 y +  23383.082 z +  7981.656 r + -286942.438 hue +  32110.645 gamma + -230995.625 m0 +  438288.250 1/r^3 +  175443.734 sin(hue) +  124953.805 cos(hue) +  486207.562 m0/gamma + -76.429 K_sync +  11083.348 F_pauli_x +  767.412 F_pauli_y + -6965.776 F_pauli_z + -11.768 F_torsion, 6.067 1 + -0.292 x + -0.414 y +  0.150 z +  0.142 r +  6.833 hue + -0.936 gamma +  6.067 m0 + -6.206 1/r^3 +  0.567 sin(hue) +  0.264 cos(hue) + -7.102 m0/gamma + -0.651 F_pauli_x +  0.274 F_pauli_y +  0.473 F_pauli_z, 15968.320 1 + -2587.554 x + -5017.431 y +  656.101 z +  356.148 r +  18144.031 hue + -1956.757 gamma +  15971.262 m0 + -14931.851 1/r^3 + -44.798 sin(hue) + -789.457 cos(hue) + -9873.877 m0/gamma + -1.310 K_sync + -1426.631 F_pauli_x +  568.492 F_pauli_y +  1420.451 F_pauli_z +  0.702 F_torsion, 0.000
P_4.0_V_0.0_T_2.0_C_0.0,-13676.018 1 + -15028.796 x + -18288.105 y +  15367.874 z + -3432.816 r + -13879.812 hue +  1.076 gamma + -13675.852 m0 + -197.748 1/r^3 + -11616.788 sin(hue) + -7216.902 cos(hue) + -13631.566 m0/gamma + -14.703 K_sync + -4632.624 F_pauli_x +  6580.281 F_pauli_y + -2509.223 F_pauli_z + -40.981 F_torsion, 9269.238 1 +  10186.116 x +  12395.188 y + -10415.935 z +  2326.670 r +  9407.363 hue + -0.729 gamma +  9269.125 m0 +  134.028 1/r^3 +  7873.547 sin(hue) +  4891.422 cos(hue) +  9239.109 m0/gamma +  9.963 K_sync +  3139.868 F_pauli_x + -4459.938 F_pauli_y +  1700.684 F_pauli_z +  27.776 F_torsion, 1310.733 1 +  1440.386 x +  1752.764 y + -1472.884 z +  329.007 r +  1330.265 hue + -0.103 gamma +  1310.717 m0 +  18.952 1/r^3 +  1113.373 sin(hue) +  691.680 cos(hue) +  1306.473 m0/gamma +  1.409 K_sync +  443.999 F_pauli_x + -630.666 F_pauli_y +  240.488 F_pauli_z +  3.928 F_torsion, 14241.660 1 +  15650.386 x +  19044.502 y + -16003.491 z +  3574.813 r +  14453.871 hue + -1.120 gamma +  14241.482 m0 +  205.927 1/r^3 +  12097.257 sin(hue) +  7515.393 cos(hue) +  14195.366 m0/gamma +  14.404 K_sync +  4824.231 F_pauli_x + -6852.449 F_pauli_y +  2613.017 F_pauli_z +  51.328 F_torsion, 0.381 1 + -0.405 x + -0.850 y + -0.076 z +  0.140 r +  0.368 hue +  0.381 m0 +  0.059 1/r^3 +  0.314 sin(hue) +  0.217 cos(hue) +  5.305 m0/gamma +  0.837 F_pauli_x +  0.786 F_pauli_y +  1.903 F_pauli_z, 16204154.000 1 +  17807008.000 x +  21668830.000 y + -18208768.000 z +  4067403.750 r +  16445620.000 hue + -1275.098 gamma +  16203958.000 m0 +  234303.062 1/r^3 +  13764257.000 sin(hue) +  8551013.000 cos(hue) +  16151486.000 m0/gamma +  17418.469 K_sync +  5489006.500 F_pauli_x + -7796706.000 F_pauli_y +  2973076.000 F_pauli_z +  48556.402 F_torsion, 0.000
P_3.0_V_0.1_T_0.5_C_0.0, 66850.344 1 +  9549.732 x + -1621.115 y +  13195.441 z +  1382.027 r +  72041.703 hue + -10264.133 gamma +  66848.891 m0 + -105274.609 1/r^3 +  38971.883 sin(hue) +  18345.809 cos(hue) + -113714.875 m0/gamma + -11.596 K_sync +  980.827 F_pauli_x +  7171.761 F_pauli_y +  7424.424 F_pauli_z + -6.413 F_torsion,-47418.309 1 + -8014.876 x +  1131.720 y + -10209.356 z + -703.817 r + -51249.379 hue +  7108.228 gamma + -47417.285 m0 +  79178.195 1/r^3 + -27128.588 sin(hue) + -12497.900 cos(hue) +  89435.891 m0/gamma +  8.293 K_sync + -77.551 F_pauli_x + -3672.714 F_pauli_y + -3858.395 F_pauli_z +  3.064 F_torsion,-96556.367 1 + -13505.335 x +  3137.411 y + -17745.219 z + -1039.166 r + -104499.734 hue +  14719.114 gamma + -96554.266 m0 +  165167.234 1/r^3 + -54692.594 sin(hue) + -24923.695 cos(hue) +  189750.453 m0/gamma +  17.121 K_sync +  36.827 F_pauli_x + -9252.642 F_pauli_y + -7025.010 F_pauli_z +  6.621 F_torsion,-218719.734 1 + -13114.315 x +  29736.842 y + -23890.529 z +  5257.554 r + -238464.031 hue +  32044.039 gamma + -218714.953 m0 +  421766.688 1/r^3 + -117059.391 sin(hue) + -49908.602 cos(hue) +  521594.906 m0/gamma +  37.156 K_sync + -1001.282 F_pauli_x + -15665.551 F_pauli_y + -8150.114 F_pauli_z +  20.505 F_torsion, 11.460 1 +  1.752 x + -0.358 y +  2.270 z +  0.134 r +  12.927 hue + -1.488 gamma +  11.460 m0 + -29.606 1/r^3 +  1.909 sin(hue) +  0.803 cos(hue) + -18.757 m0/gamma +  0.020 F_pauli_x +  0.951 F_pauli_y +  0.690 F_pauli_z, 25149.789 1 +  3421.486 x + -740.921 y +  4593.994 z +  346.527 r +  27199.822 hue + -3855.859 gamma +  25149.244 m0 + -42460.660 1/r^3 +  14313.364 sin(hue) +  6558.796 cos(hue) + -48338.820 m0/gamma + -4.400 K_sync +  190.715 F_pauli_x +  2460.358 F_pauli_y +  2089.092 F_pauli_z + -1.883 F_torsion, 0.000
P_4.0_V_0.0_T_0.5_C_0.0,-13436.031 1 + -15045.244 x + -18898.736 y +  15470.205 z + -3608.170 r + -13636.132 hue +  0.913 gamma + -13435.912 m0 + -196.397 1/r^3 + -11412.914 sin(hue) + -7090.197 cos(hue) + -13392.385 m0/gamma + -36.334 K_sync + -4689.113 F_pauli_x +  6588.062 F_pauli_y + -2590.881 F_pauli_z + -34.133 F_torsion, 8831.403 1 +  9889.129 x +  12422.000 y + -10168.452 z +  2371.623 r +  8962.929 hue + -0.601 gamma +  8831.326 m0 +  129.090 1/r^3 +  7501.624 sin(hue) +  4660.334 cos(hue) +  8802.715 m0/gamma +  23.883 K_sync +  3082.119 F_pauli_x + -4330.285 F_pauli_y +  1702.967 F_pauli_z +  22.436 F_torsion, 1398.067 1 +  1565.511 x +  1966.480 y + -1609.730 z +  375.443 r +  1418.888 hue + -0.095 gamma +  1398.054 m0 +  20.436 1/r^3 +  1187.554 sin(hue) +  737.760 cos(hue) +  1393.525 m0/gamma +  3.781 K_sync +  487.919 F_pauli_x + -685.511 F_pauli_y +  269.590 F_pauli_z +  3.552 F_torsion, 13743.433 1 +  15389.458 x +  19331.115 y + -15824.143 z +  3690.743 r +  13948.108 hue + -0.935 gamma +  13743.310 m0 +  200.891 1/r^3 +  11674.028 sin(hue) +  7252.413 cos(hue) +  13698.787 m0/gamma +  34.628 K_sync +  4796.394 F_pauli_x + -6738.794 F_pauli_y +  2650.168 F_pauli_z +  43.258 F_torsion,-0.218 1 +  0.813 x +  0.480 y +  0.484 z +  0.382 r + -0.237 hue + -0.218 m0 +  0.096 1/r^3 + -0.193 sin(hue) + -0.101 cos(hue) +  4.006 m0/gamma +  1.975 F_pauli_x + -1.581 F_pauli_y + -0.220 F_pauli_z, 18895472.000 1 +  21158556.000 x +  26577822.000 y + -21756190.000 z +  5074272.000 r +  19176876.000 hue + -1285.744 gamma +  18895304.000 m0 +  276198.906 1/r^3 +  16050303.000 sin(hue) +  9971146.000 cos(hue) +  18834090.000 m0/gamma +  51095.441 K_sync +  6594432.500 F_pauli_x + -9264978.000 F_pauli_y +  3643629.500 F_pauli_z +  47998.582 F_torsion, 0.000
P_3.0_V_0.1_T_0.5_C_0.01, 66850.344 1 +  9549.732 x + -1621.115 y +  13195.441 z +  1382.027 r +  72041.703 hue + -10264.133 gamma +  66848.891 m0 + -105274.609 1/r^3 +  38971.883 sin(hue) +  18345.809 cos(hue) + -113714.875 m0/gamma + -11.596 K_sync +  980.827 F_pauli_x +  7171.761 F_pauli_y +  7424.424 F_pauli_z + -6.413 F_torsion,-47418.309 1 + -8014.876 x +  1131.720 y + -10209.356 z + -703.817 r + -51249.379 hue +  7108.228 gamma + -47417.285 m0 +  79178.195 1/r^3 + -27128.588 sin(hue) + -12497.900 cos(hue) +  89435.891 m0/gamma +  8.293 K_sync + -77.551 F_pauli_x + -3672.714 F_pauli_y + -3858.395 F_pauli_z +  3.064 F_torsion,-96556.367 1 + -13505.335 x +  3137.411 y + -17745.219 z + -1039.166 r + -104499.734 hue +  14719.114 gamma + -96554.266 m0 +  165167.234 1/r^3 + -54692.594 sin(hue) + -24923.695 cos(hue) +  189750.453 m0/gamma +  17.121 K_sync +  36.827 F_pauli_x + -9252.642 F_pauli_y + -7025.010 F_pauli_z +  6.621 F_torsion,-218719.734 1 + -13114.315 x +  29736.842 y + -23890.529 z +  5257.554 r + -238464.031 hue +  32044.039 gamma + -218714.953 m0 +  421766.688 1/r^3 + -117059.391 sin(hue) + -49908.602 cos(hue) +  521594.906 m0/gamma +  37.156 K_sync + -1001.282 F_pauli_x + -15665.551 F_pauli_y + -8150.114 F_pauli_z +  20.505 F_torsion, 11.460 1 +  1.752 x + -0.358 y +  2.270 z +  0.134 r +  12.927 hue + -1.488 gamma +  11.460 m0 + -29.606 1/r^3 +  1.909 sin(hue) +  0.803 cos(hue) + -18.757 m0/gamma +  0.020 F_pauli_x +  0.951 F_pauli_y +  0.690 F_pauli_z, 25149.789 1 +  3421.486 x + -740.921 y +  4593.994 z +  346.527 r +  27199.822 hue + -3855.859 gamma +  25149.244 m0 + -42460.660 1/r^3 +  14313.364 sin(hue) +  6558.796 cos(hue) + -48338.820 m0/gamma + -4.400 K_sync +  190.715 F_pauli_x +  2460.358 F_pauli_y +  2089.092 F_pauli_z + -1.883 F_torsion, 0.000
P_4.0_V_0.0_T_2.0_C_0.01,-13676.018 1 + -15028.796 x + -18288.105 y +  15367.874 z + -3432.816 r + -13879.812 hue +  1.076 gamma + -13675.852 m0 + -197.748 1/r^3 + -11616.788 sin(hue) + -7216.902 cos(hue) + -13631.566 m0/gamma + -14.703 K_sync + -4632.624 F_pauli_x +  6580.281 F_pauli_y + -2509.223 F_pauli_z + -40.981 F_torsion, 9269.238 1 +  10186.116 x +  12395.188 y + -10415.935 z +  2326.670 r +  9407.363 hue + -0.729 gamma +  9269.125 m0 +  134.028 1/r^3 +  7873.547 sin(hue) +  4891.422 cos(hue) +  9239.109 m0/gamma +  9.963 K_sync +  3139.868 F_pauli_x + -4459.938 F_pauli_y +  1700.684 F_pauli_z +  27.776 F_torsion, 1310.733 1 +  1440.386 x +  1752.764 y + -1472.884 z +  329.007 r +  1330.265 hue + -0.103 gamma +  1310.717 m0 +  18.952 1/r^3 +  1113.373 sin(hue) +  691.680 cos(hue) +  1306.473 m0/gamma +  1.409 K_sync +  443.999 F_pauli_x + -630.666 F_pauli_y +  240.488 F_pauli_z +  3.928 F_torsion, 14241.660 1 +  15650.386 x +  19044.502 y + -16003.491 z +  3574.813 r +  14453.871 hue + -1.120 gamma +  14241.482 m0 +  205.927 1/r^3 +  12097.257 sin(hue) +  7515.393 cos(hue) +  14195.366 m0/gamma +  14.404 K_sync +  4824.231 F_pauli_x + -6852.449 F_pauli_y +  2613.017 F_pauli_z +  51.328 F_torsion, 0.381 1 + -0.405 x + -0.850 y + -0.076 z +  0.140 r +  0.368 hue +  0.381 m0 +  0.059 1/r^3 +  0.314 sin(hue) +  0.217 cos(hue) +  5.305 m0/gamma +  0.837 F_pauli_x +  0.786 F_pauli_y +  1.903 F_pauli_z, 16204154.000 1 +  17807008.000 x +  21668830.000 y + -18208768.000 z +  4067403.750 r +  16445620.000 hue + -1275.098 gamma +  16203958.000 m0 +  234303.062 1/r^3 +  13764257.000 sin(hue) +  8551013.000 cos(hue) +  16151486.000 m0/gamma +  17418.469 K_sync +  5489006.500 F_pauli_x + -7796706.000 F_pauli_y +  2973076.000 F_pauli_z +  48556.402 F_torsion, 0.000
P_4.0_V_0.0_T_0.5_C_0.01,-13436.031 1 + -15045.244 x + -18898.736 y +  15470.205 z + -3608.170 r + -13636.132 hue +  0.913 gamma + -13435.912 m0 + -196.397 1/r^3 + -11412.914 sin(hue) + -7090.197 cos(hue) + -13392.385 m0/gamma + -36.334 K_sync + -4689.113 F_pauli_x +  6588.062 F_pauli_y + -2590.881 F_pauli_z + -34.133 F_torsion, 8831.403 1 +  9889.129 x +  12422.000 y + -10168.452 z +  2371.623 r +  8962.929 hue + -0.601 gamma +  8831.326 m0 +  129.090 1/r^3 +  7501.624 sin(hue) +  4660.334 cos(hue) +  8802.715 m0/gamma +  23.883 K_sync +  3082.119 F_pauli_x + -4330.285 F_pauli_y +  1702.967 F_pauli_z +  22.436 F_torsion, 1398.067 1 +  1565.511 x +  1966.480 y + -1609.730 z +  375.443 r +  1418.888 hue + -0.095 gamma +  1398.054 m0 +  20.436 1/r^3 +  1187.554 sin(hue) +  737.760 cos(hue) +  1393.525 m0/gamma +  3.781 K_sync +  487.919 F_pauli_x + -685.511 F_pauli_y +  269.590 F_pauli_z +  3.552 F_torsion, 13743.433 1 +  15389.458 x +  19331.115 y + -15824.143 z +  3690.743 r +  13948.108 hue + -0.935 gamma +  13743.310 m0 +  200.891 1/r^3 +  11674.028 sin(hue) +  7252.413 cos(hue) +  13698.787 m0/gamma +  34.628 K_sync +  4796.394 F_pauli_x + -6738.794 F_pauli_y +  2650.168 F_pauli_z +  43.258 F_torsion,-0.218 1 +  0.813 x +  0.480 y +  0.484 z +  0.382 r + -0.237 hue + -0.218 m0 +  0.096 1/r^3 + -0.193 sin(hue) + -0.101 cos(hue) +  4.006 m0/gamma +  1.975 F_pauli_x + -1.581 F_pauli_y + -0.220 F_pauli_z, 18895472.000 1 +  21158556.000 x +  26577822.000 y + -21756190.000 z +  5074272.000 r +  19176876.000 hue + -1285.744 gamma +  18895304.000 m0 +  276198.906 1/r^3 +  16050303.000 sin(hue) +  9971146.000 cos(hue) +  18834090.000 m0/gamma +  51095.441 K_sync +  6594432.500 F_pauli_x + -9264978.000 F_pauli_y +  3643629.500 F_pauli_z +  47998.582 F_torsion, 0.000
P_3.0_V_0.1_T_0.5_C_0.05, 66850.344 1 +  9549.732 x + -1621.115 y +  13195.441 z +  1382.027 r +  72041.703 hue + -10264.133 gamma +  66848.891 m0 + -105274.609 1/r^3 +  38971.883 sin(hue) +  18345.809 cos(hue) + -113714.875 m0/gamma + -11.596 K_sync +  980.827 F_pauli_x +  7171.761 F_pauli_y +  7424.424 F_pauli_z + -6.413 F_torsion,-47418.309 1 + -8014.876 x +  1131.720 y + -10209.356 z + -703.817 r + -51249.379 hue +  7108.228 gamma + -47417.285 m0 +  79178.195 1/r^3 + -27128.588 sin(hue) + -12497.900 cos(hue) +  89435.891 m0/gamma +  8.293 K_sync + -77.551 F_pauli_x + -3672.714 F_pauli_y + -3858.395 F_pauli_z +  3.064 F_torsion,-96556.367 1 + -13505.335 x +  3137.411 y + -17745.219 z + -1039.166 r + -104499.734 hue +  14719.114 gamma + -96554.266 m0 +  165167.234 1/r^3 + -54692.594 sin(hue) + -24923.695 cos(hue) +  189750.453 m0/gamma +  17.121 K_sync +  36.827 F_pauli_x + -9252.642 F_pauli_y + -7025.010 F_pauli_z +  6.621 F_torsion,-218719.734 1 + -13114.315 x +  29736.842 y + -23890.529 z +  5257.554 r + -238464.031 hue +  32044.039 gamma + -218714.953 m0 +  421766.688 1/r^3 + -117059.391 sin(hue) + -49908.602 cos(hue) +  521594.906 m0/gamma +  37.156 K_sync + -1001.282 F_pauli_x + -15665.551 F_pauli_y + -8150.114 F_pauli_z +  20.505 F_torsion, 11.460 1 +  1.752 x + -0.358 y +  2.270 z +  0.134 r +  12.927 hue + -1.488 gamma +  11.460 m0 + -29.606 1/r^3 +  1.909 sin(hue) +  0.803 cos(hue) + -18.757 m0/gamma +  0.020 F_pauli_x +  0.951 F_pauli_y +  0.690 F_pauli_z, 25149.789 1 +  3421.486 x + -740.921 y +  4593.994 z +  346.527 r +  27199.822 hue + -3855.859 gamma +  25149.244 m0 + -42460.660 1/r^3 +  14313.364 sin(hue) +  6558.796 cos(hue) + -48338.820 m0/gamma + -4.400 K_sync +  190.715 F_pauli_x +  2460.358 F_pauli_y +  2089.092 F_pauli_z + -1.883 F_torsion, 0.000
P_4.0_V_0.0_T_0.5_C_0.05,-13436.031 1 + -15045.244 x + -18898.736 y +  15470.205 z + -3608.170 r + -13636.132 hue +  0.913 gamma + -13435.912 m0 + -196.397 1/r^3 + -11412.914 sin(hue) + -7090.197 cos(hue) + -13392.385 m0/gamma + -36.334 K_sync + -4689.113 F_pauli_x +  6588.062 F_pauli_y + -2590.881 F_pauli_z + -34.133 F_torsion, 8831.403 1 +  9889.129 x +  12422.000 y + -10168.452 z +  2371.623 r +  8962.929 hue + -0.601 gamma +  8831.326 m0 +  129.090 1/r^3 +  7501.624 sin(hue) +  4660.334 cos(hue) +  8802.715 m0/gamma +  23.883 K_sync +  3082.119 F_pauli_x + -4330.285 F_pauli_y +  1702.967 F_pauli_z +  22.436 F_torsion, 1398.067 1 +  1565.511 x +  1966.480 y + -1609.730 z +  375.443 r +  1418.888 hue + -0.095 gamma +  1398.054 m0 +  20.436 1/r^3 +  1187.554 sin(hue) +  737.760 cos(hue) +  1393.525 m0/gamma +  3.781 K_sync +  487.919 F_pauli_x + -685.511 F_pauli_y +  269.590 F_pauli_z +  3.552 F_torsion, 13743.433 1 +  15389.458 x +  19331.115 y + -15824.143 z +  3690.743 r +  13948.108 hue + -0.935 gamma +  13743.310 m0 +  200.891 1/r^3 +  11674.028 sin(hue) +  7252.413 cos(hue) +  13698.787 m0/gamma +  34.628 K_sync +  4796.394 F_pauli_x + -6738.794 F_pauli_y +  2650.168 F_pauli_z +  43.258 F_torsion,-0.218 1 +  0.813 x +  0.480 y +  0.484 z +  0.382 r + -0.237 hue + -0.218 m0 +  0.096 1/r^3 + -0.193 sin(hue) + -0.101 cos(hue) +  4.006 m0/gamma +  1.975 F_pauli_x + -1.581 F_pauli_y + -0.220 F_pauli_z, 18895472.000 1 +  21158556.000 x +  26577822.000 y + -21756190.000 z +  5074272.000 r +  19176876.000 hue + -1285.744 gamma +  18895304.000 m0 +  276198.906 1/r^3 +  16050303.000 sin(hue) +  9971146.000 cos(hue) +  18834090.000 m0/gamma +  51095.441 K_sync +  6594432.500 F_pauli_x + -9264978.000 F_pauli_y +  3643629.500 F_pauli_z +  47998.582 F_torsion, 0.000
