run_label,vx',vy',vz',r'',hue',gamma',m0'
P_4.0_V_0.0_T_2.0_C_0.01,-13676.018 1 + -15028.796 x + -18288.105 y +  15367.874 z + -3432.816 r + -13879.812 hue +  1.076 gamma + -13675.852 m0 + -197.748 1/r^3 + -11616.788 sin(hue) + -7216.902 cos(hue) + -13631.566 m0/gamma + -14.703 K_sync + -4632.624 F_pauli_x +  6580.281 F_pauli_y + -2509.223 F_pauli_z + -40.981 F_torsion, 9269.238 1 +  10186.116 x +  12395.188 y + -10415.935 z +  2326.670 r +  9407.363 hue + -0.729 gamma +  9269.125 m0 +  134.028 1/r^3 +  7873.547 sin(hue) +  4891.422 cos(hue) +  9239.109 m0/gamma +  9.963 K_sync +  3139.868 F_pauli_x + -4459.938 F_pauli_y +  1700.684 F_pauli_z +  27.776 F_torsion, 1310.733 1 +  1440.386 x +  1752.764 y + -1472.884 z +  329.007 r +  1330.265 hue + -0.103 gamma +  1310.717 m0 +  18.952 1/r^3 +  1113.373 sin(hue) +  691.680 cos(hue) +  1306.473 m0/gamma +  1.409 K_sync +  443.999 F_pauli_x + -630.666 F_pauli_y +  240.488 F_pauli_z +  3.928 F_torsion, 14241.660 1 +  15650.386 x +  19044.502 y + -16003.491 z +  3574.813 r +  14453.871 hue + -1.120 gamma +  14241.482 m0 +  205.927 1/r^3 +  12097.257 sin(hue) +  7515.393 cos(hue) +  14195.366 m0/gamma +  14.404 K_sync +  4824.231 F_pauli_x + -6852.449 F_pauli_y +  2613.017 F_pauli_z +  51.328 F_torsion, 0.381 1 + -0.405 x + -0.850 y + -0.076 z +  0.140 r +  0.368 hue +  0.381 m0 +  0.059 1/r^3 +  0.314 sin(hue) +  0.217 cos(hue) +  5.305 m0/gamma +  0.837 F_pauli_x +  0.786 F_pauli_y +  1.903 F_pauli_z, 16204154.000 1 +  17807008.000 x +  21668830.000 y + -18208768.000 z +  4067403.750 r +  16445620.000 hue + -1275.098 gamma +  16203958.000 m0 +  234303.062 1/r^3 +  13764257.000 sin(hue) +  8551013.000 cos(hue) +  16151486.000 m0/gamma +  17418.469 K_sync +  5489006.500 F_pauli_x + -7796706.000 F_pauli_y +  2973076.000 F_pauli_z +  48556.402 F_torsion, 0.000
P_4.0_V_0.0_T_0.5_C_0.01,-13436.031 1 + -15045.244 x + -18898.736 y +  15470.205 z + -3608.170 r + -13636.132 hue +  0.913 gamma + -13435.912 m0 + -196.397 1/r^3 + -11412.914 sin(hue) + -7090.197 cos(hue) + -13392.385 m0/gamma + -36.334 K_sync + -4689.113 F_pauli_x +  6588.062 F_pauli_y + -2590.881 F_pauli_z + -34.133 F_torsion, 8831.403 1 +  9889.129 x +  12422.000 y + -10168.452 z +  2371.623 r +  8962.929 hue + -0.601 gamma +  8831.326 m0 +  129.090 1/r^3 +  7501.624 sin(hue) +  4660.334 cos(hue) +  8802.715 m0/gamma +  23.883 K_sync +  3082.119 F_pauli_x + -4330.285 F_pauli_y +  1702.967 F_pauli_z +  22.436 F_torsion, 1398.067 1 +  1565.511 x +  1966.480 y + -1609.730 z +  375.443 r +  1418.888 hue + -0.095 gamma +  1398.054 m0 +  20.436 1/r^3 +  1187.554 sin(hue) +  737.760 cos(hue) +  1393.525 m0/gamma +  3.781 K_sync +  487.919 F_pauli_x + -685.511 F_pauli_y +  269.590 F_pauli_z +  3.552 F_torsion, 13743.433 1 +  15389.458 x +  19331.115 y + -15824.143 z +  3690.743 r +  13948.108 hue + -0.935 gamma +  13743.310 m0 +  200.891 1/r^3 +  11674.028 sin(hue) +  7252.413 cos(hue) +  13698.787 m0/gamma +  34.628 K_sync +  4796.394 F_pauli_x + -6738.794 F_pauli_y +  2650.168 F_pauli_z +  43.258 F_torsion,-0.218 1 +  0.813 x +  0.480 y +  0.484 z +  0.382 r + -0.237 hue + -0.218 m0 +  0.096 1/r^3 + -0.193 sin(hue) + -0.101 cos(hue) +  4.006 m0/gamma +  1.975 F_pauli_x + -1.581 F_pauli_y + -0.220 F_pauli_z, 18895472.000 1 +  21158556.000 x +  26577822.000 y + -21756190.000 z +  5074272.000 r +  19176876.000 hue + -1285.744 gamma +  18895304.000 m0 +  276198.906 1/r^3 +  16050303.000 sin(hue) +  9971146.000 cos(hue) +  18834090.000 m0/gamma +  51095.441 K_sync +  6594432.500 F_pauli_x + -9264978.000 F_pauli_y +  3643629.500 F_pauli_z +  47998.582 F_torsion, 0.000
P_3.0_V_0.1_T_0.5_C_0.05, 66850.344 1 +  9549.732 x + -1621.115 y +  13195.441 z +  1382.027 r +  72041.703 hue + -10264.133 gamma +  66848.891 m0 + -105274.609 1/r^3 +  38971.883 sin(hue) +  18345.809 cos(hue) + -113714.875 m0/gamma + -11.596 K_sync +  980.827 F_pauli_x +  7171.761 F_pauli_y +  7424.424 F_pauli_z + -6.413 F_torsion,-47418.309 1 + -8014.876 x +  1131.720 y + -10209.356 z + -703.817 r + -51249.379 hue +  7108.228 gamma + -47417.285 m0 +  79178.195 1/r^3 + -27128.588 sin(hue) + -12497.900 cos(hue) +  89435.891 m0/gamma +  8.293 K_sync + -77.551 F_pauli_x + -3672.714 F_pauli_y + -3858.395 F_pauli_z +  3.064 F_torsion,-96556.367 1 + -13505.335 x +  3137.411 y + -17745.219 z + -1039.166 r + -104499.734 hue +  14719.114 gamma + -96554.266 m0 +  165167.234 1/r^3 + -54692.594 sin(hue) + -24923.695 cos(hue) +  189750.453 m0/gamma +  17.121 K_sync +  36.827 F_pauli_x + -9252.642 F_pauli_y + -7025.010 F_pauli_z +  6.621 F_torsion,-218719.734 1 + -13114.315 x +  29736.842 y + -23890.529 z +  5257.554 r + -238464.031 hue +  32044.039 gamma + -218714.953 m0 +  421766.688 1/r^3 + -117059.391 sin(hue) + -49908.602 cos(hue) +  521594.906 m0/gamma +  37.156 K_sync + -1001.282 F_pauli_x + -15665.551 F_pauli_y + -8150.114 F_pauli_z +  20.505 F_torsion, 11.460 1 +  1.752 x + -0.358 y +  2.270 z +  0.134 r +  12.927 hue + -1.488 gamma +  11.460 m0 + -29.606 1/r^3 +  1.909 sin(hue) +  0.803 cos(hue) + -18.757 m0/gamma +  0.020 F_pauli_x +  0.951 F_pauli_y +  0.690 F_pauli_z, 25149.789 1 +  3421.486 x + -740.921 y +  4593.994 z +  346.527 r +  27199.822 hue + -3855.859 gamma +  25149.244 m0 + -42460.660 1/r^3 +  14313.364 sin(hue) +  6558.796 cos(hue) + -48338.820 m0/gamma + -4.400 K_sync +  190.715 F_pauli_x +  2460.358 F_pauli_y +  2089.092 F_pauli_z + -1.883 F_torsion, 0.000
P_4.0_V_0.0_T_0.5_C_0.05,-13436.031 1 + -15045.244 x + -18898.736 y +  15470.205 z + -3608.170 r + -13636.132 hue +  0.913 gamma + -13435.912 m0 + -196.397 1/r^3 + -11412.914 sin(hue) + -7090.197 cos(hue) + -13392.385 m0/gamma + -36.334 K_sync + -4689.113 F_pauli_x +  6588.062 F_pauli_y + -2590.881 F_pauli_z + -34.133 F_torsion, 8831.403 1 +  9889.129 x +  12422.000 y + -10168.452 z +  2371.623 r +  8962.929 hue + -0.601 gamma +  8831.326 m0 +  129.090 1/r^3 +  7501.624 sin(hue) +  4660.334 cos(hue) +  8802.715 m0/gamma +  23.883 K_sync +  3082.119 F_pauli_x + -4330.285 F_pauli_y +  1702.967 F_pauli_z +  22.436 F_torsion, 1398.067 1 +  1565.511 x +  1966.480 y + -1609.730 z +  375.443 r +  1418.888 hue + -0.095 gamma +  1398.054 m0 +  20.436 1/r^3 +  1187.554 sin(hue) +  737.760 cos(hue) +  1393.525 m0/gamma +  3.781 K_sync +  487.919 F_pauli_x + -685.511 F_pauli_y +  269.590 F_pauli_z +  3.552 F_torsion, 13743.433 1 +  15389.458 x +  19331.115 y + -15824.143 z +  3690.743 r +  13948.108 hue + -0.935 gamma +  13743.310 m0 +  200.891 1/r^3 +  11674.028 sin(hue) +  7252.413 cos(hue) +  13698.787 m0/gamma +  34.628 K_sync +  4796.394 F_pauli_x + -6738.794 F_pauli_y +  2650.168 F_pauli_z +  43.258 F_torsion,-0.218 1 +  0.813 x +  0.480 y +  0.484 z +  0.382 r + -0.237 hue + -0.218 m0 +  0.096 1/r^3 + -0.193 sin(hue) + -0.101 cos(hue) +  4.006 m0/gamma +  1.975 F_pauli_x + -1.581 F_pauli_y + -0.220 F_pauli_z, 18895472.000 1 +  21158556.000 x +  26577822.000 y + -21756190.000 z +  5074272.000 r +  19176876.000 hue + -1285.744 gamma +  18895304.000 m0 +  276198.906 1/r^3 +  16050303.000 sin(hue) +  9971146.000 cos(hue) +  18834090.000 m0/gamma +  51095.441 K_sync +  6594432.500 F_pauli_x + -9264978.000 F_pauli_y +  3643629.500 F_pauli_z +  47998.582 F_torsion, 0.000
P_4.0_V_0.0_T_2.0_C_0.05,-13676.018 1 + -15028.796 x + -18288.105 y +  15367.874 z + -3432.816 r + -13879.812 hue +  1.076 gamma + -13675.852 m0 + -197.748 1/r^3 + -11616.788 sin(hue) + -7216.902 cos(hue) + -13631.566 m0/gamma + -14.703 K_sync + -4632.624 F_pauli_x +  6580.281 F_pauli_y + -2509.223 F_pauli_z + -40.981 F_torsion, 9269.238 1 +  10186.116 x +  12395.188 y + -10415.935 z +  2326.670 r +  9407.363 hue + -0.729 gamma +  9269.125 m0 +  134.028 1/r^3 +  7873.547 sin(hue) +  4891.422 cos(hue) +  9239.109 m0/gamma +  9.963 K_sync +  3139.868 F_pauli_x + -4459.938 F_pauli_y +  1700.684 F_pauli_z +  27.776 F_torsion, 1310.733 1 +  1440.386 x +  1752.764 y + -1472.884 z +  329.007 r +  1330.265 hue + -0.103 gamma +  1310.717 m0 +  18.952 1/r^3 +  1113.373 sin(hue) +  691.680 cos(hue) +  1306.473 m0/gamma +  1.409 K_sync +  443.999 F_pauli_x + -630.666 F_pauli_y +  240.488 F_pauli_z +  3.928 F_torsion, 14241.660 1 +  15650.386 x +  19044.502 y + -16003.491 z +  3574.813 r +  14453.871 hue + -1.120 gamma +  14241.482 m0 +  205.927 1/r^3 +  12097.257 sin(hue) +  7515.393 cos(hue) +  14195.366 m0/gamma +  14.404 K_sync +  4824.231 F_pauli_x + -6852.449 F_pauli_y +  2613.017 F_pauli_z +  51.328 F_torsion, 0.381 1 + -0.405 x + -0.850 y + -0.076 z +  0.140 r +  0.368 hue +  0.381 m0 +  0.059 1/r^3 +  0.314 sin(hue) +  0.217 cos(hue) +  5.305 m0/gamma +  0.837 F_pauli_x +  0.786 F_pauli_y +  1.903 F_pauli_z, 16204154.000 1 +  17807008.000 x +  21668830.000 y + -18208768.000 z +  4067403.750 r +  16445620.000 hue + -1275.098 gamma +  16203958.000 m0 +  234303.062 1/r^3 +  13764257.000 sin(hue) +  8551013.000 cos(hue) +  16151486.000 m0/gamma +  17418.469 K_sync +  5489006.500 F_pauli_x + -7796706.000 F_pauli_y +  2973076.000 F_pauli_z +  48556.402 F_torsion, 0.000
P_4.0_V_0.1_T_0.5_C_0.0,-13378.173 1 + -15186.783 x + -18799.518 y +  15386.432 z + -3763.166 r + -13577.321 hue +  0.904 gamma + -13378.036 m0 + -195.468 1/r^3 + -11363.719 sin(hue) + -7059.685 cos(hue) + -13334.535 m0/gamma + -6.241 K_sync + -4615.328 F_pauli_x +  6508.257 F_pauli_y + -2554.906 F_pauli_z + -33.845 F_torsion, 8794.239 1 +  9983.141 x +  12358.001 y + -10114.383 z +  2473.745 r +  8925.150 hue + -0.593 gamma +  8794.149 m0 +  128.492 1/r^3 +  7470.024 sin(hue) +  4640.735 cos(hue) +  8765.555 m0/gamma +  4.102 K_sync +  3033.920 F_pauli_x + -4278.250 F_pauli_y +  1679.486 F_pauli_z +  22.249 F_torsion, 1381.741 1 +  1568.541 x +  1941.675 y + -1589.161 z +  388.672 r +  1402.310 hue + -0.093 gamma +  1381.727 m0 +  20.189 1/r^3 +  1173.682 sin(hue) +  729.147 cos(hue) +  1377.234 m0/gamma +  0.644 K_sync +  476.686 F_pauli_x + -672.194 F_pauli_y +  263.879 F_pauli_z +  3.496 F_torsion, 13688.194 1 +  15538.713 x +  19235.172 y + -15742.992 z +  3850.391 r +  13891.961 hue + -0.924 gamma +  13688.055 m0 +  199.998 1/r^3 +  11627.059 sin(hue) +  7223.284 cos(hue) +  13643.548 m0/gamma +  5.298 K_sync +  4722.285 F_pauli_x + -6659.084 F_pauli_y +  2614.124 F_pauli_z +  43.022 F_torsion, 0.389 1 + -0.341 x + -0.795 y +  0.018 z +  0.143 r +  0.379 hue +  0.389 m0 + -0.005 1/r^3 +  0.322 sin(hue) +  0.219 cos(hue) +  4.575 m0/gamma +  1.538 F_pauli_x + -0.707 F_pauli_y +  0.627 F_pauli_z, 18987160.000 1 +  21554056.000 x +  26681480.000 y + -21837412.000 z +  5340927.500 r +  19269796.000 hue + -1284.113 gamma +  18986968.000 m0 +  277421.094 1/r^3 +  16128118.000 sin(hue) +  10019557.000 cos(hue) +  18925226.000 m0/gamma +  8849.659 K_sync +  6550369.000 F_pauli_x + -9236934.000 F_pauli_y +  3626085.750 F_pauli_z +  48034.773 F_torsion, 0.000
P_4.0_V_0.0_T_1.0_C_0.0,-13212.225 1 + -15899.567 x + -17724.312 y +  15149.467 z + -4782.983 r + -13408.912 hue +  0.969 gamma + -13212.129 m0 + -192.823 1/r^3 + -11222.660 sin(hue) + -6972.292 cos(hue) + -13169.282 m0/gamma +  205.042 K_sync + -3917.230 F_pauli_x +  5999.914 F_pauli_y + -2130.398 F_pauli_z + -38.116 F_torsion, 8777.921 1 +  10563.334 x +  11775.659 y + -10064.983 z +  3177.711 r +  8908.598 hue + -0.644 gamma +  8777.856 m0 +  128.108 1/r^3 +  7456.096 sin(hue) +  4632.243 cos(hue) +  8749.391 m0/gamma + -136.225 K_sync +  2602.525 F_pauli_x + -3986.215 F_pauli_y +  1415.391 F_pauli_z +  25.325 F_torsion, 1337.523 1 +  1609.573 x +  1794.300 y + -1533.638 z +  484.199 r +  1357.435 hue + -0.098 gamma +  1337.514 m0 +  19.520 1/r^3 +  1136.112 sin(hue) +  705.832 cos(hue) +  1333.176 m0/gamma + -20.758 K_sync +  396.556 F_pauli_x + -607.394 F_pauli_y +  215.668 F_pauli_z +  3.859 F_torsion, 13611.236 1 +  16380.248 x +  18259.266 y + -15607.026 z +  4927.049 r +  13813.865 hue + -0.998 gamma +  13611.136 m0 +  198.647 1/r^3 +  11561.585 sin(hue) +  7182.856 cos(hue) +  13566.996 m0/gamma + -198.907 K_sync +  4035.483 F_pauli_x + -6181.089 F_pauli_y +  2194.719 F_pauli_z +  47.710 F_torsion, 0.263 1 + -0.620 x + -0.648 y + -0.420 z + -0.131 r +  0.245 hue +  0.263 m0 + -0.116 1/r^3 +  0.212 sin(hue) +  0.158 cos(hue) +  6.149 m0/gamma +  0.226 F_pauli_x +  2.253 F_pauli_y +  3.160 F_pauli_z, 17520462.000 1 +  21084090.000 x +  23503852.000 y + -20089396.000 z +  6342612.500 r +  17781282.000 hue + -1285.786 gamma +  17520332.000 m0 +  255698.953 1/r^3 +  14882138.000 sin(hue) +  9245814.000 cos(hue) +  17463514.000 m0/gamma + -271899.375 K_sync +  5194558.500 F_pauli_x + -7956362.500 F_pauli_y +  2825076.750 F_pauli_z +  50548.738 F_torsion, 0.000
P_4.0_V_0.1_T_0.5_C_0.01,-13378.173 1 + -15186.783 x + -18799.518 y +  15386.432 z + -3763.166 r + -13577.321 hue +  0.904 gamma + -13378.036 m0 + -195.468 1/r^3 + -11363.719 sin(hue) + -7059.685 cos(hue) + -13334.535 m0/gamma + -6.241 K_sync + -4615.328 F_pauli_x +  6508.257 F_pauli_y + -2554.906 F_pauli_z + -33.845 F_torsion, 8794.239 1 +  9983.141 x +  12358.001 y + -10114.383 z +  2473.745 r +  8925.150 hue + -0.593 gamma +  8794.149 m0 +  128.492 1/r^3 +  7470.024 sin(hue) +  4640.735 cos(hue) +  8765.555 m0/gamma +  4.102 K_sync +  3033.920 F_pauli_x + -4278.250 F_pauli_y +  1679.486 F_pauli_z +  22.249 F_torsion, 1381.741 1 +  1568.541 x +  1941.675 y + -1589.161 z +  388.672 r +  1402.310 hue + -0.093 gamma +  1381.727 m0 +  20.189 1/r^3 +  1173.682 sin(hue) +  729.147 cos(hue) +  1377.234 m0/gamma +  0.644 K_sync +  476.686 F_pauli_x + -672.194 F_pauli_y +  263.879 F_pauli_z +  3.496 F_torsion, 13688.194 1 +  15538.713 x +  19235.172 y + -15742.992 z +  3850.391 r +  13891.961 hue + -0.924 gamma +  13688.055 m0 +  199.998 1/r^3 +  11627.059 sin(hue) +  7223.284 cos(hue) +  13643.548 m0/gamma +  5.298 K_sync +  4722.285 F_pauli_x + -6659.084 F_pauli_y +  2614.124 F_pauli_z +  43.022 F_torsion, 0.389 1 + -0.341 x + -0.795 y +  0.018 z +  0.143 r +  0.379 hue +  0.389 m0 + -0.005 1/r^3 +  0.322 sin(hue) +  0.219 cos(hue) +  4.575 m0/gamma +  1.538 F_pauli_x + -0.707 F_pauli_y +  0.627 F_pauli_z, 18987160.000 1 +  21554056.000 x +  26681480.000 y + -21837412.000 z +  5340927.500 r +  19269796.000 hue + -1284.113 gamma +  18986968.000 m0 +  277421.094 1/r^3 +  16128118.000 sin(hue) +  10019557.000 cos(hue) +  18925226.000 m0/gamma +  8849.659 K_sync +  6550369.000 F_pauli_x + -9236934.000 F_pauli_y +  3626085.750 F_pauli_z +  48034.773 F_torsion, 0.000
P_4.0_V_0.01_T_0.5_C_0.0,-13400.111 1 + -15286.441 x + -18568.377 y +  15455.469 z + -3990.726 r + -13599.661 hue +  0.912 gamma + -13399.975 m0 + -196.085 1/r^3 + -11382.406 sin(hue) + -7071.240 cos(hue) + -13356.682 m0/gamma +  40.785 K_sync + -4484.635 F_pauli_x +  6325.721 F_pauli_y + -2453.194 F_pauli_z + -33.729 F_torsion, 8807.995 1 +  10047.896 x +  12205.138 y + -10159.001 z +  2623.135 r +  8939.164 hue + -0.599 gamma +  8807.907 m0 +  128.888 1/r^3 +  7481.743 sin(hue) +  4647.981 cos(hue) +  8779.450 m0/gamma + -26.807 K_sync +  2947.785 F_pauli_x + -4157.945 F_pauli_y +  1612.503 F_pauli_z +  22.170 F_torsion, 1393.378 1 +  1589.523 x +  1930.787 y + -1607.099 z +  414.966 r +  1414.128 hue + -0.095 gamma +  1393.364 m0 +  20.389 1/r^3 +  1183.572 sin(hue) +  735.285 cos(hue) +  1388.862 m0/gamma + -4.241 K_sync +  466.324 F_pauli_x + -657.765 F_pauli_y +  255.089 F_pauli_z +  3.508 F_torsion, 13711.810 1 +  15642.150 x +  19000.211 y + -15814.995 z +  4083.427 r +  13916.003 hue + -0.934 gamma +  13711.672 m0 +  200.646 1/r^3 +  11647.172 sin(hue) +  7235.724 cos(hue) +  13667.371 m0/gamma + -38.561 K_sync +  4588.952 F_pauli_x + -6472.867 F_pauli_y +  2510.267 F_pauli_z +  42.864 F_torsion,-0.047 1 +  0.273 x +  0.138 y +  0.306 z +  0.130 r + -0.047 m0 +  0.009 1/r^3 + -0.009 cos(hue) +  4.757 m0/gamma +  1.406 F_pauli_x + -0.293 F_pauli_y +  0.945 F_pauli_z, 18860870.000 1 +  21515918.000 x +  26135290.000 y + -21753826.000 z +  5617015.000 r +  19141748.000 hue + -1285.573 gamma +  18860680.000 m0 +  275992.688 1/r^3 +  16020919.000 sin(hue) +  9952884.000 cos(hue) +  18799744.000 m0/gamma + -57413.684 K_sync +  6312196.000 F_pauli_x + -8903554.000 F_pauli_y +  3452910.000 F_pauli_z +  47471.203 F_torsion, 0.000
P_4.0_V_0.0_T_1.0_C_0.01,-13212.225 1 + -15899.567 x + -17724.312 y +  15149.467 z + -4782.983 r + -13408.912 hue +  0.969 gamma + -13212.129 m0 + -192.823 1/r^3 + -11222.660 sin(hue) + -6972.292 cos(hue) + -13169.282 m0/gamma +  205.042 K_sync + -3917.230 F_pauli_x +  5999.914 F_pauli_y + -2130.398 F_pauli_z + -38.116 F_torsion, 8777.921 1 +  10563.334 x +  11775.659 y + -10064.983 z +  3177.711 r +  8908.598 hue + -0.644 gamma +  8777.856 m0 +  128.108 1/r^3 +  7456.096 sin(hue) +  4632.243 cos(hue) +  8749.391 m0/gamma + -136.225 K_sync +  2602.525 F_pauli_x + -3986.215 F_pauli_y +  1415.391 F_pauli_z +  25.325 F_torsion, 1337.523 1 +  1609.573 x +  1794.300 y + -1533.638 z +  484.199 r +  1357.435 hue + -0.098 gamma +  1337.514 m0 +  19.520 1/r^3 +  1136.112 sin(hue) +  705.832 cos(hue) +  1333.176 m0/gamma + -20.758 K_sync +  396.556 F_pauli_x + -607.394 F_pauli_y +  215.668 F_pauli_z +  3.859 F_torsion, 13611.236 1 +  16380.248 x +  18259.266 y + -15607.026 z +  4927.049 r +  13813.865 hue + -0.998 gamma +  13611.136 m0 +  198.647 1/r^3 +  11561.585 sin(hue) +  7182.856 cos(hue) +  13566.996 m0/gamma + -198.907 K_sync +  4035.483 F_pauli_x + -6181.089 F_pauli_y +  2194.719 F_pauli_z +  47.710 F_torsion, 0.263 1 + -0.620 x + -0.648 y + -0.420 z + -0.131 r +  0.245 hue +  0.263 m0 + -0.116 1/r^3 +  0.212 sin(hue) +  0.158 cos(hue) +  6.149 m0/gamma +  0.226 F_pauli_x +  2.253 F_pauli_y +  3.160 F_pauli_z, 17520462.000 1 +  21084090.000 x +  23503852.000 y + -20089396.000 z +  6342612.500 r +  17781282.000 hue + -1285.786 gamma +  17520332.000 m0 +  255698.953 1/r^3 +  14882138.000 sin(hue) +  9245814.000 cos(hue) +  17463514.000 m0/gamma + -271899.375 K_sync +  5194558.500 F_pauli_x + -7956362.500 F_pauli_y +  2825076.750 F_pauli_z +  50548.738 F_torsion, 0.000
P_4.0_V_0.1_T_0.5_C_0.05,-13378.173 1 + -15186.783 x + -18799.518 y +  15386.432 z + -3763.166 r + -13577.321 hue +  0.904 gamma + -13378.036 m0 + -195.468 1/r^3 + -11363.719 sin(hue) + -7059.685 cos(hue) + -13334.535 m0/gamma + -6.241 K_sync + -4615.328 F_pauli_x +  6508.257 F_pauli_y + -2554.906 F_pauli_z + -33.845 F_torsion, 8794.239 1 +  9983.141 x +  12358.001 y + -10114.383 z +  2473.745 r +  8925.150 hue + -0.593 gamma +  8794.149 m0 +  128.492 1/r^3 +  7470.024 sin(hue) +  4640.735 cos(hue) +  8765.555 m0/gamma +  4.102 K_sync +  3033.920 F_pauli_x + -4278.250 F_pauli_y +  1679.486 F_pauli_z +  22.249 F_torsion, 1381.741 1 +  1568.541 x +  1941.675 y + -1589.161 z +  388.672 r +  1402.310 hue + -0.093 gamma +  1381.727 m0 +  20.189 1/r^3 +  1173.682 sin(hue) +  729.147 cos(hue) +  1377.234 m0/gamma +  0.644 K_sync +  476.686 F_pauli_x + -672.194 F_pauli_y +  263.879 F_pauli_z +  3.496 F_torsion, 13688.194 1 +  15538.713 x +  19235.172 y + -15742.992 z +  3850.391 r +  13891.961 hue + -0.924 gamma +  13688.055 m0 +  199.998 1/r^3 +  11627.059 sin(hue) +  7223.284 cos(hue) +  13643.548 m0/gamma +  5.298 K_sync +  4722.285 F_pauli_x + -6659.084 F_pauli_y +  2614.124 F_pauli_z +  43.022 F_torsion, 0.389 1 + -0.341 x + -0.795 y +  0.018 z +  0.143 r +  0.379 hue +  0.389 m0 + -0.005 1/r^3 +  0.322 sin(hue) +  0.219 cos(hue) +  4.575 m0/gamma +  1.538 F_pauli_x + -0.707 F_pauli_y +  0.627 F_pauli_z, 18987160.000 1 +  21554056.000 x +  26681480.000 y + -21837412.000 z +  5340927.500 r +  19269796.000 hue + -1284.113 gamma +  18986968.000 m0 +  277421.094 1/r^3 +  16128118.000 sin(hue) +  10019557.000 cos(hue) +  18925226.000 m0/gamma +  8849.659 K_sync +  6550369.000 F_pauli_x + -9236934.000 F_pauli_y +  3626085.750 F_pauli_z +  48034.773 F_torsion, 0.000
P_4.0_V_0.1_T_1.0_C_0.0,-13557.860 1 + -15039.404 x + -18636.334 y +  15465.774 z + -3564.626 r + -13759.658 hue +  0.957 gamma + -13557.708 m0 + -197.214 1/r^3 + -11516.527 sin(hue) + -7154.460 cos(hue) + -13513.914 m0/gamma + -5.330 K_sync + -4573.773 F_pauli_x +  6490.953 F_pauli_y + -2511.695 F_pauli_z + -36.795 F_torsion, 9008.475 1 +  9992.883 x +  12382.848 y + -10276.182 z +  2368.503 r +  9142.557 hue + -0.637 gamma +  9008.372 m0 +  131.038 1/r^3 +  7652.117 sin(hue) +  4753.756 cos(hue) +  8979.273 m0/gamma +  3.541 K_sync +  3039.028 F_pauli_x + -4312.891 F_pauli_y +  1668.887 F_pauli_z +  24.448 F_torsion, 1362.219 1 +  1511.076 x +  1872.476 y + -1553.916 z +  358.154 r +  1382.495 hue + -0.096 gamma +  1362.204 m0 +  19.815 1/r^3 +  1157.117 sin(hue) +  718.841 cos(hue) +  1357.804 m0/gamma +  0.536 K_sync +  459.548 F_pauli_x + -652.175 F_pauli_y +  252.361 F_pauli_z +  3.697 F_torsion, 13958.437 1 +  15483.755 x +  19186.955 y + -15922.718 z +  3669.954 r +  14166.195 hue + -0.985 gamma +  13958.278 m0 +  203.041 1/r^3 +  11856.789 sin(hue) +  7365.842 cos(hue) +  13913.190 m0/gamma +  4.834 K_sync +  4708.911 F_pauli_x + -6682.740 F_pauli_y +  2585.916 F_pauli_z +  46.468 F_torsion,-0.291 1 +  0.564 x +  0.877 y +  0.558 z + -0.051 r + -0.317 hue + -0.291 m0 + -0.033 1/r^3 + -0.258 sin(hue) + -0.135 cos(hue) +  5.480 m0/gamma +  0.756 F_pauli_x +  1.033 F_pauli_y +  2.168 F_pauli_z, 18140502.000 1 +  20122816.000 x +  24935532.000 y + -20693302.000 z +  4769491.000 r +  18410512.000 hue + -1278.980 gamma +  18140298.000 m0 +  263873.688 1/r^3 +  15409184.000 sin(hue) +  9572712.000 cos(hue) +  18081700.000 m0/gamma +  7136.169 K_sync +  6119737.000 F_pauli_x + -8684935.000 F_pauli_y +  3360662.500 F_pauli_z +  49230.180 F_torsion, 0.000
